,comment,label
626,"She also said Americans “don't build up walls to keep people out because we know that our greatness has always depended on contributions from people who were born elsewhere but sought out this country and made it their home."" SAYS THE OBIMBO THAT LIVES BEHIND WALLS AND ARMED GUARDS On Wednesday, her husband, President Obama, also entered the 2016 debate in a speech in Indiana, saying the “Republican nominee” has “crazy” ideas, including one to deport the roughly 11 million immigrants now living illegally in the United States. DEPO EM ALL THEY ARE CRIMINALS THEY ARE NOT IMMIGRANTS THEY ARE CRIMINALS",2
627,"Kind of sad that this show never has anything relevant to say. It's more like Joan Rivers critique of people she don't lie .... without the comedy. That's all these people do is critize people who they clearly just don't like. Somehow, I think I could find more relevant things to put on TV.",0
628,Secret Service officer assigned to the White House during Bill Clinton’s presidency alleges that presumptive 2016 Democratic presidential nominee Hillary Clinton “lacks the integrity and temperament to serve in the office.,0
629,I firmly believe Michelle Obama is a man. Honestly...,2
630,BARRACK INSANE OBAMA HAS ALREADY HAD HIS NUTS CUT FOR HIS TRANSFORMATION AFTER HE LEAVES OFFICE,2
631,You are firlmy Correct,2
632,Michelle Obama is a MAN. Everyone knows that.,2
633,No. Only YOU and your Right Wing friends want us to believe that.,0
634,Will,0
635,"Your level of hate is without boundary...im positive that, even if you have 9 lives, you would have died 9 times from an heart failure before your wish comes true. your cynical argumebt leaves me cold",0
636,These comments are insane. A lot of you have severely missed the point of her comment and used it as an excuse to just be hateful. Watch the video and see the context in which she made the statement.,0
637,blacks Love being victims.,2
638,After victimizing them for more than 300 years (and continue to victimize them) what do you expect?,0
639,THE AFRICAN BLACKS HAVE BEEN VICTIMS OF BLACKS FOR LONGER THEN THAT THE BLACKS SOLD THE BLACKS AS SLAVES THE PEOPLE HERE NOW HAVE NEVER BEEN SLAVES OR VICTIMS,2
640,"She was not a slave, nor does she know any. All races have been mistreated or enslaved at some point in history. I am of Irish descent but I don't obsess about the English rule. I also have Cherokee blood, but I rarely think about how they were treated. Move on and stop using this as a political card. The President has no documented slaves in his family.",0
641,"My only wish for them is one day they lose everything they have and have to live in a tent like most of Americans has to do thanks to his wonderful economy and open borders, I don't know how they can hold their head high and look Americans in the face.",0
642,"Your level of hate for these people is without boundaries ..with this level of HATE, im sure, that even if you have 9 lives, you would die from a heart failure 9 times before your wish come true",0
643,You will die from a heart attack before ths happens,0
644,Sister Cleo?? Is that you?,0
645,cleo should have SEEN this coming,0
646,"How impressive. She marries someone who occupies and degrades the office of President and she thinks her spiteful character is suddenly empowered. Someone else did all the work to give her that moocher pulpit. There are a lot of people who have earned their place in the world; she went from cherrypicking patients in a Chicago hospital at a salary far above her worth, to this. No hate-speech from her, especially in a setting she didn't earn, is going to change what she is.",0
647,"There are simple facts that most normal people do not wake up every morning remembering. I am Slavic; I don't wake up every morning realizing my predecessors were slaves. This was perhaps one of the most divisive statements she has uttered, especially after 7 1/2 years of opportunities to make hope and change. Obama and Michelle have been utter failures, now leaving this Country in worldwide disarray with multiple enemies on several new fronts",0
648,Lithuanian here...with a g-grandmum enslaved by the czar to teach their soon to be dead kids and a 10% Cherokee that predated the Trail of Tears and Irish and Scottish and maybe even some Jew...but that might just be the inherited nose yet every day we are all regarded as slave owners that need to murderedf by the racist liberal Nazis,2
649,The first lady falls not far from her husband,0
650,Don't suppose she watched the attacks on Trump rally attendees in San Jose by the mob of Hillary and Bernie supporters.,0
651,life is all about her. so she didn't give it a glance,0
652,"Her life is all about her. Her ""husband's"" life is all about his. What a pair.",0
653,Sure she did and she was cheering for the rioters,0
654,SHE WAS HOPING SOME WHITE COP GOT KILLED,2
655,"I wonder if Egyptian Africans wake up everyday obsessed by the fact that Hebrew slaves built the Pyramids?? Somebody should stage some protests over there. Throw some eggs, maybe. Maybe Israel can press Egypt for reparations. It's only been about 4 thousand years.",0
656,No. They will protest commemorating the Jews leaving Egypt.,0
657,"I don't know why the Obummers aren't all over that one. You know, being 'African' and all.",2
658,"If she doesn't like living in a house ""built by slaves"" then she should move out. The hypocrisy that fills the life of Obama and his wife is too great for either of them to throw darts at anyone else. Does she allow their daughters to use the same bathroom as the males use? Of course not, and not just because they are daughters of the president. She would not allow it but they don't care about the daughters of families. If Mrs. Obama was smart, she would stop pointing fingers at others.",2
659,Then she'll be pointing fingers at everyone for a very long time.,0
660,"Quote of The Day; ""Protests and racism weren't on the front page every day 8 years ago""",0
661,Her time might be better spent packing.,0
662,...not as much as you think since Hillary will be moving in...,0
663,... to prison.,0
664,OBAMA WILL BE HER CELLMATE AFTER HE HAS THE OPERATION,2
